Source: http://www.hockey-reference.com/teams/TOR/2017.html

//////////////////////////////////////////// Toronto Maple Leafs Player Statistics: 2016-2017 Season ////////////////////////////////////////////

Name: Frederik Gauthier	Number: 33
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
6	2016-10-25	6	31-312	TBL	@	TOR	W	0	0	0	-1	0	0	0	0	0	0	0	0	0		15	10:18	3	1	3	4	42.9
7	2016-10-27	7	31-314	TBL	@	MTL	L	0	0	0	0	0	0	0	0	0	0	0	0	0		14	8:48	4	0	3	3	50.0
8	2016-10-29	8	31-316	TBL	@	NJD	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	15	11:13	2	0	3	3	50.0
9	2016-10-30	9	31-317	TBL	@	NYR	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	23	12:49	0	1	7	7	50.0
10	2016-11-01	10	31-319	TBL	@	NYI	W	1	0	1	0	7	1	0	0	0	0	0	0	1	100.0	15	10:18	1	0	4	2	66.7
11	2016-11-03	11	31-321	TBL		BOS	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	20	13:54	0	3	4	4	50.0
12	2016-11-05	12	31-323	TBL		NJD	W	1	0	1	1	0	1	0	0	0	0	0	0	2	50.0	17	11:52	2	2	1	1	50.0
13	2016-11-07	13	31-325	TBL	@	FLA	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	16	13:49	2	3	0	5	0.0
14	2016-11-10	14	31-328	TBL		NYI	W	1	0	1	0	0	1	0	0	0	0	0	0	2	50.0	15	11:45	1	1	0	1	0.0
15	2016-11-12	15	31-330	TBL		SJS	L	0	1	1	0	0	0	0	0	0	1	0	0	3	0.0	18	9:46	0	0	0	1	0.0
16	2016-11-14	16	31-332	TBL	@	NYI	W	0	0	0	2	0	0	0	0	0	0	0	0	1	0.0	21	13:53	1	0	3	1	75.0
17	2016-11-15	17	31-333	TBL	@	DET	W	0	0	0	0	17	0	0	0	0	0	0	0	0		13	9:12	0	1	1	2	33.3
18	2016-11-17	18	31-335	TBL	@	BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	0		20	14:05	1	0	3	2	60.0
19	2016-11-21	19	31-339	TBL	@	NSH	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	16	10:53	3	0	0	3	0.0
20	2016-11-25	20	31-343	TBL		CBJ	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	18	16:23	3	0	1	1	50.0
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-27	21	31-345	TBL	@	BOS	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		13	10:10	1	0	0	1	0.0
22	2016-11-29	22	31-347	TBL	@	CBJ	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	17	14:13	2	0	0	0	
23	2016-12-01	23	31-349	TBL	@	STL	L	0	1	1	1	0	0	0	0	0	0	1	0	2	0.0	11	6:32	1	1	6	3	66.7
24	2016-12-03	24	31-351	TBL		WSH	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	14	11:34	1	0	4	5	44.4
25	2016-12-04	25	31-352	TBL	@	CAR	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	11	12:22	2	0	5	2	71.4
26	2016-12-08	26	31-356	TBL		VAN	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	15	12:59	3	0	2	4	33.3
27	2016-12-10	27	31-358	TBL		PIT	L	0	0	0	1	0	0	0	0	0	0	0	0	0		15	13:06	3	0	3	6	33.3
28	2016-12-14	28	31-362	TBL	@	CGY	W	2	0	2	2	0	1	1	0	0	0	0	0	4	50.0	26	19:09	0	0	8	3	72.7
29	2016-12-16	29	31-364	TBL	@	VAN	L	0	1	1	1	0	0	0	0	0	1	0	0	3	0.0	22	17:27	3	1	5	8	38.5
30	2016-12-17	30	31-365	TBL	@	EDM	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	29	21:16	2	1	2	3	40.0
31	2016-12-20	31	32-002	TBL		DET	W	1	0	1	0	0	1	0	0	0	0	0	0	6	16.7	22	18:29	2	1	4	2	66.7
32	2016-12-22	32	32-004	TBL		STL	W	1	0	1	2	0	0	1	0	0	0	0	0	2	50.0	31	20:41	3	1	5	6	45.5
33	2016-12-23	33	32-005	TBL	@	WSH	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		23	16:53	2	0	2	2	50.0
34	2016-12-28	34	32-010	TBL		MTL	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	22	16:54	3	1	2	1	66.7
35	2016-12-29	35	32-011	TBL		TOR	L-OT	1	0	1	1	2	1	0	0	0	0	0	0	3	33.3	26	19:08	3	1	5	5	50.0
36	2016-12-31	36	32-013	TBL		CAR	W	1	0	1	0	0	0	1	0	0	0	0	0	1	100.0	13	9:07	0	0	1	1	50.0
37	2017-01-12	37	32-025	TBL		BUF	W	0	1	1	-1	0	0	0	0	0	0	1	0	1	0.0	16	12:58	4	0	2	0	100.0
38	2017-01-13	38	32-026	TBL		CBJ	L	0	0	0	-1	0	0	0	0	0	0	0	0	5	0.0	23	15:57	1	1	3	3	50.0
39	2017-01-16	39	32-029	TBL	@	LAK	W	1	0	1	1	0	1	0	0	1	0	0	0	4	25.0	22	14:42	5	2	1	0	100.0
40	2017-01-17	40	32-030	TBL	@	ANA	L-OT	0	0	0	1	0	0	0	0	0	0	0	0	4	0.0	21	13:38	1	0	7	8	46.7
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-19	41	32-032	TBL	@	SJS	L	0	1	1	0	0	0	0	0	0	0	1	0	3	0.0	20	15:34	1	0	1	4	20.0
42	2017-01-21	42	32-034	TBL	@	ARI	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	24	18:51	0	1	5	6	45.5
43	2017-01-24	43	32-037	TBL	@	CHI	W	1	1	2	1	0	1	0	0	0	1	0	0	5	20.0	23	16:11	1	2	5	2	71.4
44	2017-01-26	44	32-039	TBL	@	FLA	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	24	18:24	1	0	8	4	66.7
45	2017-01-31	45	32-044	TBL		BOS	L	0	0	0	-1	10	0	0	0	0	0	0	0	1	0.0	22	15:04	3	0	2	0	100.0
46	2017-02-02	46	32-046	TBL		OTT	L	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	18	16:29	1	1	1	0	100.0
47	2017-02-04	47	32-048	TBL		ANA	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	22	14:12	2	0	8	4	66.7
48	2017-02-07	48	32-051	TBL		LAK	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	19	18:35	0	1	3	1	75.0
49	2017-02-10	49	32-054	TBL	@	MIN	L-SO	0	0	0	0	7	0	0	0	0	0	0	0	7	0.0	14	10:40	0	0	1	1	50.0
50	2017-02-11	50	32-055	TBL	@	WPG	W	1	0	1	0	0	1	0	0	1	0	0	0	3	33.3	16	14:08	0	2	0	3	0.0
51	2017-02-18	51	32-062	TBL	@	DAL	L-OT	0	1	1	-1	0	0	0	0	0	1	0	0	6	0.0	22	14:41	3	1	4	2	66.7
52	2017-02-19	52	32-063	TBL	@	COL	W	0	1	1	0	0	0	0	0	0	1	0	0	3	0.0	20	12:59	0	0	7	1	87.5
53	2017-02-21	53	32-065	TBL		EDM	W	0	0	0	-1	0	0	0	0	0	0	0	0	0		19	13:41	0	0	3	1	75.0
54	2017-02-23	54	32-067	TBL		CGY	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	16	10:57	0	0	0	4	0.0
55	2017-02-28	55	32-072	TOR	@	SJS	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	21	12:33	1	1	8	9	47.1
56	2017-03-02	56	32-074	TOR	@	LAK	L-SO	0	1	1	1	0	0	0	0	0	1	0	0	2	0.0	21	10:23	2	0	9	7	56.3
57	2017-03-03	57	32-075	TOR	@	ANA	L	0	0	0	-1	0	0	0	0	0	0	0	0	6	0.0	22	13:45	3	1	6	13	31.6
58	2017-03-07	58	32-079	TOR		DET	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	20	12:31	3	0	5	6	45.5
59	2017-03-09	59	32-081	TOR		PHI	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	22	11:04	2	0	4	10	28.6
60	2017-03-11	60	32-083	TOR	@	CAR	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	15	12:03	2	1	6	5	54.5
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-03-14	61	32-086	TOR	@	FLA	L	0	1	1	1	0	0	0	0	0	1	0	0	3	0.0	21	14:29	1	1	9	8	52.9
62	2017-03-16	62	32-088	TOR	@	TBL	W	0	0	0	1	2	0	0	0	0	0	0	0	0		24	15:34	0	0	8	8	50.0
63	2017-03-18	63	32-090	TOR		CHI	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	0		16	10:55	3	0	5	4	55.6
64	2017-03-20	64	32-092	TOR		BOS	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	11	5:51	2	2	3	5	37.5
65	2017-03-22	65	32-094	TOR	@	CBJ	W	0	0	0	0	0	0	0	0	0	0	0	0	0		21	12:15	2	2	6	3	66.7
66	2017-03-23	66	32-095	TOR		NJD	W	0	0	0	0	9	0	0	0	0	0	0	0	0		19	11:31	5	0	6	8	42.9
67	2017-03-25	67	32-097	TOR	@	BUF	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	18	12:30	0	0	2	5	28.6
68	2017-03-28	68	32-100	TOR		FLA	W	0	0	0	0	7	0	0	0	0	0	0	0	0		15	10:11	0	0	4	3	57.1
69	2017-03-30	69	32-102	TOR	@	NSH	W	0	0	0	-1	0	0	0	0	0	0	0	0	0		19	9:39	2	0	4	7	36.4
70	2017-04-01	70	32-104	TOR	@	DET	W	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	18	12:20	1	0	6	8	42.9
71	2017-04-03	71	32-106	TOR	@	BUF	W	0	0	0	-2	0	0	0	0	0	0	0	0	2	0.0	20	13:15	0	0	8	7	53.3
72	2017-04-04	72	32-107	TOR		WSH	L	0	0	0	0	0	0	0	0	0	0	0	0	0		7	4:18	0	0	1	1	50.0
73	2017-04-06	73	32-109	TOR		TBL	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	18	9:57	1	1	13	2	86.7
74	2017-04-08	74	32-111	TOR		PIT	W	0	0	0	1	0	0	0	0	0	0	0	0	0		19	11:29	1	1	6	1	85.7
75	2017-04-09	75	32-112	TOR		CBJ	L	0	0	0	0	0	0	0	0	0	0	0	0	0		17	11:16	1	0	9	3	75.0

Name: Connor Brown	Number: 12
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-12	1	22-272	TOR	@	OTT	L-OT	0	0	0	-1	2	0	0	0	0	0	0	0	0		20	12:53	1	0	0	0	
2	2016-10-15	2	22-275	TOR		BOS	W	1	0	1	1	2	1	0	0	0	0	0	0	1	100.0	22	13:16	0	2	0	0	
3	2016-10-19	3	22-279	TOR	@	WPG	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	0		17	12:50	0	0	0	0	
4	2016-10-20	4	22-280	TOR	@	MIN	L	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	17	10:28	0	0	0	0	
5	2016-10-22	5	22-282	TOR	@	CHI	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	24	14:17	1	2	0	0	
6	2016-10-25	6	22-285	TOR		TBL	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	21	14:19	0	0	0	0	
7	2016-10-27	7	22-287	TOR		FLA	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	16	12:38	1	1	0	0	
8	2016-10-29	8	22-289	TOR	@	MTL	L	0	0	0	0	0	0	0	0	0	0	0	0	0		18	11:12	7	0	0	0	
9	2016-10-30	9	22-290	TOR	@	NYI	L	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	18	12:51	1	2	0	0	
10	2016-11-01	10	22-292	TOR		EDM	W	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	26	16:22	1	2	0	0	
11	2016-11-03	11	22-294	TOR	@	BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	28	16:08	2	0	0	0	
12	2016-11-05	12	22-296	TOR		VAN	W	0	0	0	-2	0	0	0	0	0	0	0	0	3	0.0	20	12:41	1	0	0	0	
13	2016-11-08	13	22-299	TOR		LAK	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	22	14:08	0	2	0	0	
14	2016-11-11	14	22-302	TOR		PHI	W	0	0	0	3	0	0	0	0	0	0	0	0	0		19	12:00	1	1	0	0	
15	2016-11-12	15	22-303	TOR	@	PIT	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	24	15:52	0	1	0	0	
16	2016-11-15	16	22-306	TOR		NSH	W	0	1	1	0	0	0	0	0	0	1	0	0	1	0.0	23	16:30	0	0	0	0	
17	2016-11-17	17	22-308	TOR		FLA	W	2	2	4	4	0	2	0	0	1	2	0	0	3	66.7	22	17:11	1	3	0	0	
18	2016-11-19	18	22-310	TOR	@	MTL	L	0	0	0	0	0	0	0	0	0	0	0	0	0		24	15:01	1	0	0	0	
19	2016-11-22	19	22-313	TOR		CAR	L	0	0	0	1	0	0	0	0	0	0	0	0	3	0.0	23	15:53	0	0	0	0	
20	2016-11-23	20	22-314	TOR	@	NJD	L-SO	0	1	1	1	0	0	0	0	0	1	0	0	4	0.0	24	14:35	0	1	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-26	21	22-317	TOR		WSH	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	24	16:06	0	3	0	0	
22	2016-11-29	22	22-320	TOR	@	EDM	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	23	14:22	0	3	0	0	
23	2016-11-30	23	22-321	TOR	@	CGY	L	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	21	11:05	0	0	0	0	
24	2016-12-03	24	22-324	TOR	@	VAN	L-SO	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	26	14:32	0	0	0	1	0.0
25	2016-12-07	25	22-328	TOR		MIN	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	22	16:09	0	0	0	0	
26	2016-12-10	26	22-331	TOR	@	BOS	W	1	0	1	1	0	1	0	0	0	0	0	0	1	100.0	23	16:13	1	0	0	0	
27	2016-12-11	27	22-332	TOR		COL	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	19	11:53	0	0	0	0	
28	2016-12-13	28	22-334	TOR		SJS	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	26	15:42	2	1	0	0	
29	2016-12-15	29	22-336	TOR		ARI	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	4	0.0	26	16:16	1	0	0	1	0.0
30	2016-12-17	30	22-338	TOR		PIT	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	22	15:00	2	1	0	0	
31	2016-12-19	31	22-340	TOR		ANA	L	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	20	14:19	0	0	0	0	
32	2016-12-22	32	22-343	TOR	@	COL	W	1	0	1	1	0	0	1	0	0	0	0	0	3	33.3	29	19:50	0	0	0	0	
33	2016-12-23	33	22-344	TOR	@	ARI	W	1	1	2	0	0	1	0	0	0	0	1	0	4	25.0	29	19:41	2	2	0	0	
34	2016-12-28	34	22-349	TOR	@	FLA	W	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	32	21:05	1	0	0	0	
35	2016-12-29	35	22-350	TOR	@	TBL	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	27	18:29	0	1	0	0	
36	2017-01-01	36	22-353	TOR		DET	W	1	2	3	0	2	1	0	0	0	2	0	0	2	50.0	31	19:47	2	0	0	0	
37	2017-01-03	37	22-355	TOR	@	WSH	L-OT	1	0	1	1	0	1	0	0	0	0	0	0	4	25.0	27	19:14	0	0	0	0	
38	2017-01-06	38	22-358	TOR	@	NJD	W	1	0	1	2	0	0	0	1	0	0	0	0	2	50.0	23	18:11	0	0	0	0	
39	2017-01-07	39	22-359	TOR		MTL	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	27	20:20	2	0	0	0	
40	2017-01-13	40	22-365	TOR	@	NYR	W	1	0	1	1	0	1	0	0	1	0	0	0	1	100.0	26	16:38	2	0	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-14	41	23-000	TOR	@	OTT	W	1	0	1	0	0	1	0	0	0	0	0	0	3	33.3	25	16:20	0	1	0	0	
42	2017-01-17	42	23-003	TOR		BUF	W	0	1	1	0	0	0	0	0	0	1	0	0	2	0.0	23	16:21	2	0	0	0	
43	2017-01-19	43	23-005	TOR		NYR	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		30	17:25	1	1	0	0	
44	2017-01-21	44	23-007	TOR		OTT	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	29	18:39	0	1	0	0	
45	2017-01-23	45	23-009	TOR		CGY	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	25	15:46	1	1	0	0	
46	2017-01-25	46	23-011	TOR	@	DET	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	24	17:35	0	1	0	0	
47	2017-01-26	47	23-012	TOR	@	PHI	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	23	18:34	1	0	0	0	
48	2017-01-31	48	23-017	TOR	@	DAL	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	22	16:20	0	1	0	0	
49	2017-02-02	49	23-019	TOR	@	STL	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	23	17:15	1	0	0	0	
50	2017-02-04	50	23-021	TOR	@	BOS	W	1	1	2	0	0	1	0	0	0	0	1	0	3	33.3	25	16:16	1	0	0	0	
51	2017-02-06	51	23-023	TOR	@	NYI	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	0		27	17:52	0	0	0	0	
52	2017-02-07	52	23-024	TOR		DAL	W	0	0	0	1	0	0	0	0	0	0	0	0	0		27	18:14	0	0	0	0	
53	2017-02-09	53	23-026	TOR		STL	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	25	16:28	0	1	0	0	
54	2017-02-11	54	23-028	TOR		BUF	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	22	18:12	0	0	0	1	0.0
55	2017-02-14	55	23-031	TOR		NYI	W	0	1	1	1	2	0	0	0	0	1	0	0	2	0.0	23	14:25	1	0	0	0	
56	2017-02-15	56	23-032	TOR	@	CBJ	L	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	27	19:34	0	0	0	0	
57	2017-02-18	57	23-035	TOR		OTT	L	0	0	0	-3	0	0	0	0	0	0	0	0	1	0.0	24	18:00	3	2	0	0	
58	2017-02-19	58	23-036	TOR	@	CAR	W	2	0	2	2	0	2	0	0	1	0	0	0	5	40.0	22	18:15	0	0	0	0	
59	2017-02-21	59	23-038	TOR		WPG	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	22	16:52	0	0	0	0	
60	2017-02-23	60	23-040	TOR		NYR	L-SO	1	0	1	1	0	1	0	0	0	0	0	0	2	50.0	27	16:23	0	1	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-02-25	61	23-042	TOR		MTL	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	21	16:14	1	1	0	0	
62	2017-02-28	62	23-045	TOR	@	SJS	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		23	15:58	0	2	0	0	
63	2017-03-02	63	23-047	TOR	@	LAK	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	27	18:38	0	0	0	0	
64	2017-03-03	64	23-048	TOR	@	ANA	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		22	16:25	0	1	0	0	
65	2017-03-07	65	23-052	TOR		DET	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	25	18:47	0	0	0	0	
66	2017-03-09	66	23-054	TOR		PHI	W	0	1	1	0	2	0	0	0	0	0	1	0	3	0.0	29	15:40	0	0	0	0	
67	2017-03-11	67	23-056	TOR	@	CAR	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	24	17:31	0	0	0	0	
68	2017-03-14	68	23-059	TOR	@	FLA	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		22	15:06	0	0	0	0	
69	2017-03-16	69	23-061	TOR	@	TBL	W	1	0	1	1	0	0	1	0	0	0	0	0	3	33.3	23	16:13	0	1	1	0	100.0
70	2017-03-18	70	23-063	TOR		CHI	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	0		22	17:47	1	1	0	0	
71	2017-03-20	71	23-065	TOR		BOS	W	0	1	1	0	0	0	0	0	0	1	0	0	1	0.0	14	18:04	0	0	0	1	0.0
72	2017-03-22	72	23-067	TOR	@	CBJ	W	0	0	0	2	0	0	0	0	0	0	0	0	1	0.0	26	18:40	0	2	0	0	
73	2017-03-23	73	23-068	TOR		NJD	W	1	0	1	0	0	1	0	0	0	0	0	0	3	33.3	24	14:48	1	0	0	0	
74	2017-03-25	74	23-070	TOR	@	BUF	L	1	0	1	0	0	1	0	0	0	0	0	0	4	25.0	23	16:02	0	0	0	0	
75	2017-03-28	75	23-073	TOR		FLA	W	0	1	1	1	0	0	0	0	0	1	0	0	0		28	18:25	1	0	1	1	50.0
76	2017-03-30	76	23-075	TOR	@	NSH	W	1	1	2	1	0	1	0	0	0	0	1	0	4	25.0	24	16:32	0	0	0	0	
77	2017-04-01	77	23-077	TOR	@	DET	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	25	16:30	0	0	0	0	
78	2017-04-03	78	23-079	TOR	@	BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	22	16:16	1	0	0	0	
79	2017-04-04	79	23-080	TOR		WSH	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	20	17:50	0	0	0	1	0.0
80	2017-04-06	80	23-082	TOR		TBL	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	24	14:58	0	0	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
81	2017-04-08	81	23-084	TOR		PIT	W	1	0	1	0	0	1	0	0	1	0	0	0	2	50.0	24	15:28	0	0	0	0	
82	2017-04-09	82	23-085	TOR		CBJ	L	0	0	0	0	0	0	0	0	0	0	0	0	0		22	16:18	1	0	0	0	

Name: Matt Martin	Number: 15
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-12	1	27-157	TOR	@	OTT	L-OT	0	0	0	-1	7	0	0	0	0	0	0	0	1	0.0	16	10:41	5	0	0	1	0.0
2	2016-10-15	2	27-160	TOR		BOS	W	0	0	0	1	5	0	0	0	0	0	0	0	1	0.0	18	10:30	6	0	0	1	0.0
3	2016-10-19	3	27-164	TOR	@	WPG	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	16	11:18	2	1	0	0	
4	2016-10-20	4	27-165	TOR	@	MIN	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	17	10:51	3	0	0	0	
5	2016-10-22	5	27-167	TOR	@	CHI	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	16	10:02	4	1	0	1	0.0
6	2016-10-25	6	27-170	TOR		TBL	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		14	10:05	3	0	0	1	0.0
7	2016-10-27	7	27-172	TOR		FLA	W	0	0	0	0	0	0	0	0	0	0	0	0	0		15	13:06	2	0	0	0	
8	2016-10-29	8	27-174	TOR	@	MTL	L	0	0	0	0	2	0	0	0	0	0	0	0	1	0.0	13	8:38	8	0	0	0	
9	2016-10-30	9	27-175	TOR	@	NYI	L	0	0	0	0	2	0	0	0	0	0	0	0	1	0.0	16	9:40	4	0	0	0	
10	2016-11-01	10	27-177	TOR		EDM	W	0	1	1	1	2	0	0	0	0	1	0	0	2	0.0	17	7:36	5	0	0	0	
11	2016-11-03	11	27-179	TOR	@	BUF	W	0	0	0	-1	0	0	0	0	0	0	0	0	0		15	10:14	5	0	0	1	0.0
12	2016-11-05	12	27-181	TOR		VAN	W	0	0	0	1	19	0	0	0	0	0	0	0	2	0.0	16	9:20	6	0	0	0	
13	2016-11-08	13	27-184	TOR		LAK	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	17	12:57	8	0	0	0	
14	2016-11-11	14	27-187	TOR		PHI	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	14	10:45	4	0	0	0	
15	2016-11-12	15	27-188	TOR	@	PIT	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	13	9:00	6	0	0	0	
16	2016-11-15	16	27-191	TOR		NSH	W	0	0	0	0	0	0	0	0	0	0	0	0	0		15	10:25	1	0	0	0	
17	2016-11-17	17	27-193	TOR		FLA	W	0	1	1	1	0	0	0	0	0	1	0	0	0		14	9:37	4	0	0	0	
18	2016-11-19	18	27-195	TOR	@	MTL	L	0	0	0	0	4	0	0	0	0	0	0	0	0		16	10:39	7	0	0	0	
19	2016-11-22	19	27-198	TOR		CAR	L	0	0	0	0	0	0	0	0	0	0	0	0	0		11	7:26	5	1	0	0	
20	2016-11-23	20	27-199	TOR	@	NJD	L-SO	1	0	1	1	0	1	0	0	0	0	0	0	2	50.0	12	7:43	2	0	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-26	21	27-202	TOR		WSH	W	1	0	1	1	5	1	0	0	0	0	0	0	2	50.0	11	7:17	1	2	0	0	
22	2016-11-29	22	27-205	TOR	@	EDM	W	0	0	0	1	0	0	0	0	0	0	0	0	0		10	7:08	1	0	0	0	
23	2016-11-30	23	27-206	TOR	@	CGY	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	13	8:20	3	1	0	0	
24	2016-12-03	24	27-209	TOR	@	VAN	L-SO	0	0	0	0	5	0	0	0	0	0	0	0	0		11	7:17	4	0	0	0	
25	2016-12-07	25	27-213	TOR		MIN	L	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	13	8:21	2	2	0	1	0.0
