Source: http://www.hockey-reference.com/teams/TOR/2017.html

//////////////////////////////////////////// Toronto Maple Leafs Player Statistics: 2016-2017 Season ////////////////////////////////////////////

Name: Frederik Gauthier	Number: 33
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
Name: Leo Komarov	Number: 47
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-12	1	29-263	TOR	@	OTT	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	25	17:32	5	0	0	0	
2	2016-10-15	2	29-266	TOR		BOS	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	25	17:29	4	0	2	0	100.0
3	2016-10-19	3	29-270	TOR	@	WPG	L-OT	0	1	1	0	0	0	0	0	0	0	1	0	1	0.0	28	17:52	5	1	1	0	100.0
4	2016-10-20	4	29-271	TOR	@	MIN	L	0	1	1	1	2	0	0	0	0	1	0	0	2	0.0	23	18:17	4	0	0	1	0.0
5	2016-10-22	5	29-273	TOR	@	CHI	L-SO	0	0	0	-3	0	0	0	0	0	0	0	0	1	0.0	29	20:03	1	6	3	2	60.0
6	2016-10-25	6	29-276	TOR		TBL	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	23	16:50	6	0	1	1	50.0
7	2016-10-27	7	29-278	TOR		FLA	W	0	0	0	0	0	0	0	0	0	0	0	0	0		21	17:13	1	0	0	0	
8	2016-10-29	8	29-280	TOR	@	MTL	L	0	0	0	0	0	0	0	0	0	0	0	0	0		22	14:39	2	2	1	0	100.0
9	2016-10-30	9	29-281	TOR	@	NYI	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	24	17:13	2	0	2	1	66.7
10	2016-11-01	10	29-283	TOR		EDM	W	0	0	0	2	0	0	0	0	0	0	0	0	0		28	17:20	4	0	1	3	25.0
11	2016-11-03	11	29-285	TOR	@	BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	27	17:05	5	0	2	2	50.0
12	2016-11-05	12	29-287	TOR		VAN	W	0	1	1	0	5	0	0	0	0	1	0	0	1	0.0	26	15:00	2	0	1	0	100.0
13	2016-11-08	13	29-290	TOR		LAK	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		21	15:54	5	0	3	3	50.0
14	2016-11-11	14	29-293	TOR		PHI	W	1	0	1	3	0	0	0	1	0	0	0	0	3	33.3	27	17:22	1	0	0	2	0.0
15	2016-11-12	15	29-294	TOR	@	PIT	L	0	0	0	-2	0	0	0	0	0	0	0	0	0		26	16:39	5	3	1	4	20.0
16	2016-11-15	16	29-297	TOR		NSH	W	1	0	1	0	2	1	0	0	0	0	0	0	2	50.0	23	15:54	5	1	2	1	66.7
17	2016-11-17	17	29-299	TOR		FLA	W	1	1	2	3	0	1	0	0	0	1	0	0	1	100.0	24	17:42	2	0	1	1	50.0
18	2016-11-19	18	29-301	TOR	@	MTL	L	0	1	1	-1	0	0	0	0	0	0	1	0	1	0.0	25	16:16	6	0	1	1	50.0
19	2016-11-22	19	29-304	TOR		CAR	L	0	0	0	1	0	0	0	0	0	0	0	0	0		24	20:20	4	0	0	1	0.0
20	2016-11-23	20	29-305	TOR	@	NJD	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	25	17:44	1	0	0	2	0.0
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-26	21	29-308	TOR		WSH	W	0	1	1	0	2	0	0	0	0	1	0	0	3	0.0	26	17:53	3	1	3	2	60.0
22	2016-11-29	22	29-311	TOR	@	EDM	W	0	1	1	1	0	0	0	0	0	1	0	0	0		33	18:38	1	0	0	1	0.0
23	2016-11-30	23	29-312	TOR	@	CGY	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	22	13:42	1	0	0	0	
24	2016-12-03	24	29-315	TOR	@	VAN	L-SO	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	31	17:22	4	0	0	0	
25	2016-12-07	25	29-319	TOR		MIN	L	0	0	0	-1	0	0	0	0	0	0	0	0	4	0.0	23	16:03	6	0	0	0	
26	2016-12-10	26	29-322	TOR	@	BOS	W	0	0	0	0	0	0	0	0	0	0	0	0	0		24	16:10	3	2	0	1	0.0
27	2016-12-11	27	29-323	TOR		COL	L	0	0	0	0	4	0	0	0	0	0	0	0	0		22	13:56	3	0	1	0	100.0
28	2016-12-13	28	29-325	TOR		SJS	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	31	17:26	3	1	3	4	42.9
29	2016-12-15	29	29-327	TOR		ARI	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	0		28	15:56	3	1	1	1	50.0
30	2016-12-17	30	29-329	TOR		PIT	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	26	17:57	2	1	1	1	50.0
31	2016-12-19	31	29-331	TOR		ANA	L	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	24	16:39	5	0	0	3	0.0
32	2016-12-22	32	29-334	TOR	@	COL	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	23	15:11	1	1	0	2	0.0
33	2016-12-23	33	29-335	TOR	@	ARI	W	2	0	2	2	0	1	1	0	1	0	0	0	3	66.7	28	15:18	1	1	2	2	50.0
34	2016-12-28	34	29-340	TOR	@	FLA	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	30	18:35	4	0	3	4	42.9
35	2016-12-29	35	29-341	TOR	@	TBL	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	28	18:31	3	0	2	2	50.0
36	2017-01-01	36	29-344	TOR		DET	W	1	0	1	1	0	1	0	0	0	0	0	0	2	50.0	31	20:42	8	1	0	1	0.0
37	2017-01-03	37	29-346	TOR	@	WSH	L-OT	1	0	1	-2	0	0	1	0	0	0	0	0	1	100.0	31	21:25	3	1	1	1	50.0
38	2017-01-06	38	29-349	TOR	@	NJD	W	0	0	0	0	0	0	0	0	0	0	0	0	0		24	14:44	1	1	1	4	20.0
39	2017-01-07	39	29-350	TOR		MTL	L	0	0	0	-1	2	0	0	0	0	0	0	0	1	0.0	30	17:09	3	0	7	2	77.8
40	2017-01-13	40	29-356	TOR	@	NYR	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	27	17:44	3	1	3	2	60.0
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-14	41	29-357	TOR	@	OTT	W	0	0	0	0	0	0	0	0	0	0	0	0	0		24	17:39	5	3	2	1	66.7
42	2017-01-17	42	29-360	TOR		BUF	W	1	0	1	0	0	1	0	0	0	0	0	0	2	50.0	23	16:54	4	0	0	1	0.0
43	2017-01-19	43	29-362	TOR		NYR	L	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	24	17:03	4	0	1	2	33.3
44	2017-01-21	44	29-364	TOR		OTT	L-SO	0	0	0	0	2	0	0	0	0	0	0	0	0		29	18:10	3	1	0	1	0.0
45	2017-01-23	45	30-000	TOR		CGY	W	0	0	0	1	2	0	0	0	0	0	0	0	0		27	16:21	2	2	1	0	100.0
46	2017-01-25	46	30-002	TOR	@	DET	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	25	14:43	3	0	0	0	
47	2017-01-26	47	30-003	TOR	@	PHI	L	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	22	15:39	0	0	0	0	
48	2017-01-31	48	30-008	TOR	@	DAL	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	23	17:10	2	1	0	0	
49	2017-02-02	49	30-010	TOR	@	STL	L	0	0	0	-2	0	0	0	0	0	0	0	0	0		24	17:28	4	0	0	1	0.0
50	2017-02-04	50	30-012	TOR	@	BOS	W	0	0	0	1	2	0	0	0	0	0	0	0	2	0.0	27	19:02	0	1	0	5	0.0
51	2017-02-06	51	30-014	TOR	@	NYI	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	0		23	14:31	2	1	0	0	
52	2017-02-07	52	30-015	TOR		DAL	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	29	20:07	1	1	0	0	
53	2017-02-09	53	30-017	TOR		STL	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	26	19:27	4	1	2	0	100.0
54	2017-02-11	54	30-019	TOR		BUF	L	0	0	0	0	0	0	0	0	0	0	0	0	0		21	13:49	3	0	0	0	
55	2017-02-14	55	30-022	TOR		NYI	W	0	1	1	2	0	0	0	0	0	0	1	0	5	0.0	27	17:27	3	0	2	0	100.0
56	2017-02-15	56	30-023	TOR	@	CBJ	L	0	1	1	0	0	0	0	0	0	1	0	0	3	0.0	22	15:05	1	0	2	2	50.0
57	2017-02-18	57	30-026	TOR		OTT	L	0	1	1	0	0	0	0	0	0	0	1	0	3	0.0	27	18:24	3	0	1	3	25.0
58	2017-02-19	58	30-027	TOR	@	CAR	W	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	26	18:06	3	0	2	3	40.0
59	2017-02-21	59	30-029	TOR		WPG	W	2	1	3	1	0	1	1	0	0	1	0	0	3	66.7	32	18:06	4	0	1	3	25.0
60	2017-02-23	60	30-031	TOR		NYR	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	24	18:47	5	3	1	4	20.0
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-02-25	61	30-033	TOR		MTL	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	29	20:47	3	0	3	2	60.0
62	2017-02-28	62	30-036	TOR	@	SJS	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	25	17:35	2	2	1	1	50.0
63	2017-03-02	63	30-038	TOR	@	LAK	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	22	15:40	1	0	1	0	100.0
64	2017-03-03	64	30-039	TOR	@	ANA	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		22	15:28	3	0	0	0	
65	2017-03-07	65	30-043	TOR		DET	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	22	15:11	4	1	0	0	
66	2017-03-09	66	30-045	TOR		PHI	W	0	0	0	0	0	0	0	0	0	0	0	0	6	0.0	32	18:04	0	0	1	1	50.0
67	2017-03-11	67	30-047	TOR	@	CAR	W	0	0	0	0	0	0	0	0	0	0	0	0	0		25	15:18	4	0	1	4	20.0
68	2017-03-14	68	30-050	TOR	@	FLA	L	1	0	1	-4	0	0	1	0	0	0	0	0	2	50.0	23	15:41	0	0	2	4	33.3
69	2017-03-16	69	30-052	TOR	@	TBL	W	0	1	1	1	2	0	0	0	0	0	1	0	0		25	17:01	0	0	3	1	75.0
70	2017-03-18	70	30-054	TOR		CHI	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	21	17:22	1	1	0	0	
71	2017-03-20	71	30-056	TOR		BOS	W	0	0	0	0	0	0	0	0	0	0	0	0	0		14	15:14	1	0	1	1	50.0
72	2017-03-22	72	30-058	TOR	@	CBJ	W	1	1	2	2	0	1	0	0	0	1	0	0	5	20.0	26	16:50	1	0	0	0	
73	2017-03-23	73	30-059	TOR		NJD	W	0	1	1	0	0	0	0	0	0	1	0	0	0		24	18:52	1	0	3	0	100.0
74	2017-03-25	74	30-061	TOR	@	BUF	L	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	21	15:34	0	0	1	0	100.0
75	2017-03-28	75	30-064	TOR		FLA	W	1	1	2	2	0	1	0	0	0	0	0	1	1	100.0	28	17:51	2	2	4	3	57.1
76	2017-03-30	76	30-066	TOR	@	NSH	W	0	0	0	1	2	0	0	0	0	0	0	0	0		25	17:54	3	1	2	1	66.7
77	2017-04-01	77	30-068	TOR	@	DET	W	0	1	1	0	0	0	0	0	0	0	1	0	0		22	15:27	4	3	0	2	0.0
78	2017-04-03	78	30-070	TOR	@	BUF	W	1	0	1	1	0	1	0	0	0	0	0	0	1	100.0	25	18:48	2	0	0	2	0.0
79	2017-04-04	79	30-071	TOR		WSH	L	0	0	0	0	2	0	0	0	0	0	0	0	3	0.0	22	17:39	4	0	1	0	100.0
80	2017-04-06	80	30-073	TOR		TBL	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	25	17:04	4	0	0	2	0.0
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
81	2017-04-08	81	30-075	TOR		PIT	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	24	14:51	2	0	2	1	66.7
82	2017-04-09	82	30-076	TOR		CBJ	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	22	16:28	3	1	0	2	0.0

Name: Tyler Bozak	Number: 42
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-12	1	30-207	TOR	@	OTT	L-OT	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	26	16:57	0	0	8	9	47.1
2	2016-10-15	2	30-210	TOR		BOS	W	0	2	2	2	0	0	0	0	0	2	0	0	0		20	13:31	2	0	8	5	61.5
3	2016-10-19	3	30-214	TOR	@	WPG	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	21	14:49	0	1	8	6	57.1
4	2016-10-20	4	30-215	TOR	@	MIN	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	22	16:02	0	0	8	5	61.5
5	2016-10-22	5	30-217	TOR	@	CHI	L-SO	1	0	1	1	0	1	0	0	0	0	0	0	3	33.3	25	18:04	2	0	16	11	59.3
6	2016-10-25	6	30-220	TOR		TBL	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	23	18:03	0	1	17	5	77.3
7	2016-10-27	7	30-222	TOR		FLA	W	2	0	2	3	0	2	0	0	1	0	0	0	2	100.0	22	14:41	0	0	7	7	50.0
8	2016-10-29	8	30-224	TOR	@	MTL	L	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	25	17:59	3	0	10	6	62.5
9	2016-10-30	9	30-225	TOR	@	NYI	L	0	0	0	-4	2	0	0	0	0	0	0	0	0		19	13:51	0	0	7	8	46.7
10	2016-11-01	10	30-227	TOR		EDM	W	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	22	14:54	2	1	7	2	77.8
11	2016-11-03	11	30-229	TOR	@	BUF	W	0	1	1	2	0	0	0	0	0	1	0	0	1	0.0	20	14:18	1	0	9	6	60.0
12	2016-11-05	12	30-231	TOR		VAN	W	2	1	3	1	0	1	1	0	0	1	0	0	6	33.3	25	16:59	0	1	13	5	72.2
13	2016-11-08	13	30-234	TOR		LAK	L	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	18	13:57	0	1	7	4	63.6
14	2016-11-11	14	30-237	TOR		PHI	W	0	1	1	-1	0	0	0	0	0	0	1	0	1	0.0	24	18:23	2	0	10	7	58.8
15	2016-11-12	15	30-238	TOR	@	PIT	L	0	0	0	-1	0	0	0	0	0	0	0	0	5	0.0	23	16:17	0	0	8	8	50.0
16	2016-11-15	16	30-241	TOR		NSH	W	0	4	4	4	0	0	0	0	0	4	0	0	2	0.0	23	16:06	0	0	9	7	56.3
17	2016-11-17	17	30-243	TOR		FLA	W	0	0	0	1	0	0	0	0	0	0	0	0	0		21	15:51	0	0	7	5	58.3
18	2016-11-19	18	30-245	TOR	@	MTL	L	0	0	0	0	2	0	0	0	0	0	0	0	0		22	15:33	1	0	8	11	42.1
19	2016-11-22	19	30-248	TOR		CAR	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		21	15:28	2	0	8	6	57.1
20	2016-11-23	20	30-249	TOR	@	NJD	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	24	21:00	1	0	11	12	47.8
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-26	21	30-252	TOR		WSH	W	0	1	1	0	0	0	0	0	0	1	0	0	1	0.0	22	17:24	1	0	3	13	18.8
22	2016-11-29	22	30-255	TOR	@	EDM	W	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	23	13:22	0	0	8	4	66.7
23	2016-11-30	23	30-256	TOR	@	CGY	L	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	22	17:05	3	1	9	6	60.0
24	2016-12-03	24	30-259	TOR	@	VAN	L-SO	0	1	1	0	0	0	0	0	0	0	1	0	5	0.0	27	19:36	0	0	15	8	65.2
25	2016-12-07	25	30-263	TOR		MIN	L	1	0	1	0	0	1	0	0	0	0	0	0	2	50.0	25	19:21	0	0	10	6	62.5
26	2016-12-10	26	30-266	TOR	@	BOS	W	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	19	14:47	0	0	4	8	33.3
27	2016-12-11	27	30-267	TOR		COL	L	0	0	0	-1	2	0	0	0	0	0	0	0	2	0.0	25	17:08	1	0	12	10	54.5
28	2016-12-13	28	30-269	TOR		SJS	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	0		22	17:17	1	0	14	2	87.5
29	2016-12-15	29	30-271	TOR		ARI	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	24	19:34	0	1	12	8	60.0
30	2016-12-17	30	30-273	TOR		PIT	W	0	0	0	2	0	0	0	0	0	0	0	0	4	0.0	21	15:55	1	0	9	6	60.0
31	2016-12-28	31	30-284	TOR	@	FLA	W	0	0	0	0	2	0	0	0	0	0	0	0	0		25	15:55	0	1	6	6	50.0
32	2016-12-29	32	30-285	TOR	@	TBL	W	1	0	1	0	0	1	0	0	0	0	0	0	4	25.0	23	18:28	1	0	7	9	43.8
33	2017-01-01	33	30-288	TOR		DET	W	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	25	14:47	1	0	13	7	65.0
34	2017-01-03	34	30-290	TOR	@	WSH	L-OT	0	1	1	-2	0	0	0	0	0	1	0	0	1	0.0	24	15:12	0	1	10	7	58.8
35	2017-01-06	35	30-293	TOR	@	NJD	W	1	1	2	-1	0	0	1	0	0	0	1	0	1	100.0	20	16:38	1	0	5	7	41.7
36	2017-01-07	36	30-294	TOR		MTL	L	1	0	1	0	0	0	1	0	0	0	0	0	2	50.0	24	17:27	0	0	6	12	33.3
37	2017-01-13	37	30-300	TOR	@	NYR	W	0	2	2	0	0	0	0	0	0	0	2	0	5	0.0	18	14:41	0	2	13	6	68.4
38	2017-01-14	38	30-301	TOR	@	OTT	W	1	1	2	1	0	1	0	0	0	0	1	0	3	33.3	22	17:08	2	1	10	13	43.5
39	2017-01-17	39	30-304	TOR		BUF	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	19	16:06	1	0	11	3	78.6
40	2017-01-19	40	30-306	TOR		NYR	L	1	0	1	-1	0	1	0	0	0	0	0	0	1	100.0	25	14:26	0	0	6	9	40.0
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-21	41	30-308	TOR		OTT	L-SO	1	0	1	-1	0	0	1	0	0	0	0	0	1	100.0	24	17:07	1	0	9	14	39.1
42	2017-01-23	42	30-310	TOR		CGY	W	0	0	0	1	2	0	0	0	0	0	0	0	1	0.0	20	17:01	0	0	10	7	58.8
43	2017-01-25	43	30-312	TOR	@	DET	W	0	0	0	1	0	0	0	0	0	0	0	0	3	0.0	21	17:55	0	0	11	8	57.9
44	2017-01-26	44	30-313	TOR	@	PHI	L	0	0	0	0	0	0	0	0	0	0	0	0	0		22	16:57	0	0	8	6	57.1
45	2017-01-31	45	30-318	TOR	@	DAL	L	1	0	1	-2	0	0	1	0	0	0	0	0	2	50.0	22	15:52	0	1	15	6	71.4
46	2017-02-02	46	30-320	TOR	@	STL	L	0	1	1	1	0	0	0	0	0	1	0	0	3	0.0	23	17:27	1	0	11	7	61.1
47	2017-02-04	47	30-322	TOR	@	BOS	W	0	1	1	1	2	0	0	0	0	1	0	0	2	0.0	23	14:14	0	0	9	11	45.0
48	2017-02-06	48	30-324	TOR	@	NYI	L-OT	0	1	1	0	0	0	0	0	0	1	0	0	3	0.0	24	17:03	0	0	14	8	63.6
49	2017-02-07	49	30-325	TOR		DAL	W	0	1	1	1	0	0	0	0	0	1	0	0	4	0.0	22	14:38	0	1	9	7	56.3
50	2017-02-09	50	30-327	TOR		STL	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	23	15:45	2	0	13	6	68.4
51	2017-02-11	51	30-329	TOR		BUF	L	0	1	1	-1	0	0	0	0	0	0	1	0	2	0.0	24	17:19	0	1	10	9	52.6
52	2017-02-14	52	30-332	TOR		NYI	W	1	0	1	1	0	1	0	0	0	0	0	0	3	33.3	21	15:19	0	0	10	2	83.3
53	2017-02-15	53	30-333	TOR	@	CBJ	L	0	0	0	-1	4	0	0	0	0	0	0	0	3	0.0	22	14:10	0	0	8	8	50.0
54	2017-02-18	54	30-336	TOR		OTT	L	0	0	0	-3	0	0	0	0	0	0	0	0	3	0.0	23	16:41	0	0	6	9	40.0
55	2017-02-19	55	30-337	TOR	@	CAR	W	0	1	1	2	0	0	0	0	0	1	0	0	0		22	15:54	0	1	6	13	31.6
56	2017-02-21	56	30-339	TOR		WPG	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	23	17:28	1	0	14	7	66.7
57	2017-02-23	57	30-341	TOR		NYR	L-SO	0	1	1	1	0	0	0	0	0	1	0	0	0		25	17:30	1	1	9	12	42.9
58	2017-02-28	58	30-346	TOR	@	SJS	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	20	16:59	0	1	6	7	46.2
59	2017-03-02	59	30-348	TOR	@	LAK	L-SO	1	0	1	1	2	1	0	0	0	0	0	0	3	33.3	24	16:14	0	1	11	10	52.4
60	2017-03-03	60	30-349	TOR	@	ANA	L	0	1	1	-4	0	0	0	0	0	0	1	0	6	0.0	23	15:38	0	0	9	12	42.9
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-03-07	61	30-353	TOR		DET	W	0	2	2	0	0	0	0	0	0	1	1	0	2	0.0	22	16:07	1	0	12	4	75.0
62	2017-03-09	62	30-355	TOR		PHI	W	1	1	2	2	0	1	0	0	0	0	1	0	1	100.0	25	16:28	1	1	7	13	35.0
63	2017-03-11	63	30-357	TOR	@	CAR	W	0	1	1	2	0	0	0	0	0	1	0	0	1	0.0	24	16:14	0	0	10	10	50.0
64	2017-03-14	64	30-360	TOR	@	FLA	L	0	0	0	-4	0	0	0	0	0	0	0	0	1	0.0	21	15:38	1	0	12	8	60.0
65	2017-03-16	65	30-362	TOR	@	TBL	W	0	1	1	2	0	0	0	0	0	1	0	0	0		19	12:43	0	0	7	2	77.8
66	2017-03-18	66	30-364	TOR		CHI	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	25	18:04	0	0	16	5	76.2
67	2017-03-20	67	31-001	TOR		BOS	W	1	0	1	0	0	0	1	0	0	0	0	0	4	25.0	18	17:15	1	0	15	5	75.0
68	2017-03-22	68	31-003	TOR	@	CBJ	W	0	1	1	0	0	0	0	0	0	1	0	0	2	0.0	23	16:43	2	0	12	7	63.2
69	2017-03-23	69	31-004	TOR		NJD	W	0	1	1	1	0	0	0	0	0	1	0	0	0		22	15:53	1	0	10	8	55.6
70	2017-03-25	70	31-006	TOR	@	BUF	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	21	16:41	0	1	8	11	42.1
71	2017-03-28	71	31-009	TOR		FLA	W	0	0	0	0	0	0	0	0	0	0	0	0	0		24	15:47	1	2	14	5	73.7
72	2017-03-30	72	31-011	TOR	@	NSH	W	0	0	0	0	4	0	0	0	0	0	0	0	2	0.0	25	15:39	0	0	8	6	57.1
73	2017-04-01	73	31-013	TOR	@	DET	W	0	0	0	0	4	0	0	0	0	0	0	0	1	0.0	23	14:35	1	0	8	11	42.1
74	2017-04-03	74	31-015	TOR	@	BUF	W	0	1	1	1	0	0	0	0	0	1	0	0	3	0.0	26	17:42	0	1	11	12	47.8
75	2017-04-04	75	31-016	TOR		WSH	L	0	1	1	-1	0	0	0	0	0	0	1	0	1	0.0	25	18:01	0	0	10	8	55.6
76	2017-04-06	76	31-018	TOR		TBL	L	0	1	1	0	2	0	0	0	0	1	0	0	1	0.0	26	19:19	1	0	17	10	63.0
77	2017-04-08	77	31-020	TOR		PIT	W	1	1	2	1	0	0	1	0	0	1	0	0	2	50.0	25	17:45	0	2	12	7	63.2
78	2017-04-09	78	31-021	TOR		CBJ	L	0	0	0	0	2	0	0	0	0	0	0	0	1	0.0	26	18:45	0	0	18	5	78.3

Name: Zack Hyman	Number: 11
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-12	1	24-125	TOR	@	OTT	L-OT	0	1	1	4	0	0	0	0	0	1	0	0	0		23	14:39	0	0	0	1	0.0
2	2016-10-15	2	24-128	TOR		BOS	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	22	16:35	1	1	3	1	75.0
3	2016-10-19	3	24-132	TOR	@	WPG	L-OT	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	21	16:30	0	3	1	1	50.0
4	2016-10-20	4	24-133	TOR	@	MIN	L	0	0	0	-1	2	0	0	0	0	0	0	0	3	0.0	23	16:38	1	2	0	3	0.0
5	2016-10-22	5	24-135	TOR	@	CHI	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	24	17:14	2	1	0	2	0.0
6	2016-10-25	6	24-138	TOR		TBL	L	0	0	0	-1	0	0	0	0	0	0	0	0	4	0.0	24	16:11	1	0	1	0	100.0
7	2016-10-27	7	24-140	TOR		FLA	W	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	20	15:48	1	0	0	0	
8	2016-10-29	8	24-142	TOR	@	MTL	L	0	0	0	-1	2	0	0	0	0	0	0	0	2	0.0	22	16:01	2	1	1	0	100.0
9	2016-10-30	9	24-143	TOR	@	NYI	L	0	0	0	-1	0	0	0	0	0	0	0	0	4	0.0	25	16:06	2	0	1	0	100.0
10	2016-11-01	10	24-145	TOR		EDM	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	26	19:45	3	0	0	0	
11	2016-11-03	11	24-147	TOR	@	BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	26	17:44	2	0	0	1	0.0
12	2016-11-05	12	24-149	TOR		VAN	W	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	24	16:58	4	0	0	0	
13	2016-11-08	13	24-152	TOR		LAK	L	0	0	0	-2	0	0	0	0	0	0	0	0	0		22	16:45	2	2	0	1	0.0
